Geo Point;Geo Shape;quartier;nom_quartier;num_nom;maire_de_quartier
43.61093563704431, 1.376266086745765;"{""coordinates"": [[[[1.401221053878617, 43.622657045655416], [1.401465487246928, 43.62176874882529], [1.402337322686056, 43.61890158538213], [1.403506581948645, 43.616163654141616], [1.40475527373639, 43.61475473125064], [1.407626780372793, 43.61206765443483], [1.40963003304556, 43.61043778969559], [1.411921699706048, 43.60901272370309], [1.410931260814453, 43.608562794039216], [1.40898284361509, 43.607672627680806], [1.408051697057799, 43.607264773632885], [1.407680571713138, 43.607099950359434], [1.406938290566698, 43.60677217220893], [1.405426699723395, 43.60609934879035], [1.404436232746137, 43.60565786860488], [1.403408522030037, 43.60518390664587], [1.40294965430077, 43.60496913463762], [1.402128723345654, 43.604512952604814], [1.401625907740918, 43.60419563308752], [1.401625895356965, 43.604195632916294], [1.40016687270449, 43.60441349132294], [1.398921790723907, 43.60468607694067], [1.398213558415781, 43.60484862581226], [1.396451641781399, 43.605282475810796], [1.395496151769253, 43.60551769358889], [1.394141934138593, 43.605855556483036], [1.392734930623756, 43.606319748276945], [1.391841172176713, 43.60668412435656], [1.390771273343304, 43.60723625443093], [1.38875565023196, 43.60830556720774], [1.386700510997851, 43.60939911370193], [1.385025562588486, 43.60918163386053], [1.38494975482869, 43.608545190647405], [1.385047881477986, 43.608270690308366], [1.385470108455607, 43.60792037897415], [1.385716046162058, 43.60694887460625], [1.385654257276794, 43.60649515204597], [1.385054698215252, 43.60637090679948], [1.383849572019843, 43.60658026918394], [1.382896474794039, 43.60690717924653], [1.381659310237337, 43.60765367101263], [1.380287624325511, 43.60817949612965], [1.38002469541997, 43.607930341605346], [1.379918488689337, 43.60748854253261], [1.379993864076112, 43.60709085253077], [1.37981154034588, 43.6067676292933], [1.380112796680258, 43.60649295470943], [1.380206496345344, 43.605682901912125], [1.379686275403009, 43.60507676641913], [1.379182699542226, 43.604164219233624], [1.379027941829176, 43.603989768664555], [1.378314747855584, 43.60372827182083], [1.378129435985902, 43.60359235406079], [1.37837307654907, 43.603094856092035], [1.378473346911779, 43.602282023847636], [1.378400661794092, 43.602105437639906], [1.378150206865305, 43.60197274699469], [1.376894743652785, 43.60191574750982], [1.375963635768211, 43.60192962245753], [1.375473971929772, 43.60169460029215], [1.375192480062505, 43.60155029479347], [1.375124162616051, 43.6012649275298], [1.375935523950189, 43.600681418469115], [1.376422742387408, 43.60082463305327], [1.376834424401127, 43.60072689530888], [1.377184411266848, 43.60017352881413], [1.377679069694483, 43.599528673974994], [1.377648903183565, 43.59929945204693], [1.377423302905024, 43.59907803763536], [1.377012554750841, 43.59903860136283], [1.376669997664486, 43.598967577326505], [1.376145118147384, 43.59873794148971], [1.375857934364832, 43.59846302099218], [1.375707845606444, 43.5980814021883], [1.375820155050388, 43.59765374989409], [1.376554598150685, 43.597237061359785], [1.376650698971138, 43.59708932963608], [1.376577847358876, 43.596924091618625], [1.3753548976894, 43.596147338475994], [1.375125626275817, 43.59615674594394], [1.374463056428457, 43.59639522333098], [1.373743598774297, 43.5965291335364], [1.373205887807048, 43.59637128728872], [1.372571374559417, 43.59600067829151], [1.371769067511468, 43.595702431841126], [1.371144615226451, 43.595676303021], [1.370402479710129, 43.59608532309807], [1.369752940093407, 43.59600029865799], [1.368869206035798, 43.594943482417825], [1.368143397827216, 43.59442446742137], [1.366891046277332, 43.59410530986717], [1.366660327903692, 43.59388382790461], [1.366485113630321, 43.592648570463965], [1.366074153620464, 43.59182285416944], [1.366124877122967, 43.59158485974511], [1.366521978430361, 43.59117953390481], [1.366575215361092, 43.59078639784395], [1.366906009767775, 43.59005407909002], [1.366380091661486, 43.589975768835195], [1.366266943298831, 43.590050492959], [1.36624301746426, 43.590160994144206], [1.366284279295747, 43.59026541289515], [1.366301958435845, 43.59037910397222], [1.366006562640881, 43.590614053493184], [1.365621786693735, 43.59082269316444], [1.363681007025214, 43.59129802237871], [1.361924901692889, 43.59170299838352], [1.362045119705337, 43.59183460018518], [1.362375810012189, 43.59215062194504], [1.362849935562999, 43.59261168019311], [1.363532344999952, 43.59331390221199], [1.364448865692855, 43.59418844687095], [1.364700947888984, 43.59445741793087], [1.365272944364017, 43.59522680068067], [1.365784319058308, 43.59564182048108], [1.366060624236658, 43.59578232250951], [1.366758155334465, 43.59595765721335], [1.366594405286973, 43.596101013080144], [1.366400577765718, 43.59617220241596], [1.365571274452332, 43.596656139286985], [1.365413685170831, 43.5967399388529], [1.36523804525437, 43.59681318399869], [1.365079746069513, 43.5968610169584], [1.364864710659909, 43.59695567944937], [1.364766841405901, 43.596969977222], [1.364709809831268, 43.597034771770886], [1.364688014677917, 43.59709419520333], [1.364701173557983, 43.59716526733265], [1.364678348314699, 43.597207652397024], [1.364629838395337, 43.5972289952186], [1.364596867832569, 43.59725520320523], [1.364587251168453, 43.59728634193142], [1.36462604396439, 43.597462656278346], [1.364648137955911, 43.597544216744296], [1.364624564721082, 43.59755347989914], [1.364446204311163, 43.59755383688325], [1.364387754878618, 43.59754576271665], [1.364293386229962, 43.597504266928574], [1.364009173718615, 43.59760968812756], [1.362985222963354, 43.59805219454553], [1.362156926788413, 43.598390415589506], [1.361693696018655, 43.59861538663147], [1.359842238825581, 43.599185096325236], [1.359384381426956, 43.59931928090146], [1.359129594440033, 43.59945521242991], [1.358950123002402, 43.599602205577284], [1.358282912184066, 43.60051609381894], [1.358160126940399, 43.600621002807685], [1.357779396373803, 43.60081450509216], [1.356906225324578, 43.601185414939316], [1.356487710500632, 43.60138142777752], [1.354505913637149, 43.60187139103445], [1.353553851569958, 43.602129944432654], [1.352968975234938, 43.60230557885022], [1.352870729877424, 43.60234256573471], [1.352774227642145, 43.602352137632145], [1.352684591977052, 43.602340003153515], [1.35259135409387, 43.60230986619646], [1.352473709711056, 43.60225868444491], [1.352360477158199, 43.60257278058267], [1.352455768757882, 43.602636994601994], [1.352465521283054, 43.60267681680942], [1.352361950827992, 43.60295786726663], [1.352701185693426, 43.60307151598599], [1.352980029627173, 43.60321680236675], [1.352943942769197, 43.60327325622736], [1.352906163544727, 43.60343282803536], [1.352770114834848, 43.60339285362195], [1.351545215796103, 43.603772016513005], [1.351624239203693, 43.603874881137884], [1.351601584984639, 43.60390591392049], [1.350390038508439, 43.604263415003246], [1.350331179637269, 43.60427994091555], [1.350536766319782, 43.60523543332262], [1.350929787543029, 43.605923306949855], [1.351223750104102, 43.60631001781433], [1.351833875732963, 43.60734999426073], [1.352257471398642, 43.607957311654495], [1.352765958787337, 43.6087072845373], [1.35281425929628, 43.60877866957108], [1.35294381529796, 43.6089765904106], [1.352861214991745, 43.60916479050988], [1.352695162240826, 43.6093670516607], [1.353418803966707, 43.609784941074416], [1.353551094802641, 43.61013332307398], [1.353817163665939, 43.61066073434183], [1.353994420921506, 43.611522313859425], [1.353965223227686, 43.611555180413404], [1.353813743975199, 43.611581300390405], [1.353796446124336, 43.61160385743045], [1.353792089045835, 43.611631262041925], [1.353815265851453, 43.61180554754759], [1.35402982710994, 43.61237793014594], [1.354384029597859, 43.61324861734048], [1.354425961456891, 43.6132328926649], [1.354484230857913, 43.61333179531007], [1.354648037329908, 43.61374478479909], [1.354742671703075, 43.6145630723406], [1.355375853748221, 43.614544911786844], [1.356442841184054, 43.61451630602263], [1.355903619902896, 43.615315856734725], [1.35565397835514, 43.61600626350233], [1.355270927309093, 43.618078778226334], [1.355775412622946, 43.61923932462287], [1.356360235564217, 43.62058318419712], [1.356491410116623, 43.62068555244246], [1.356643917127823, 43.620756886118194], [1.356849805109909, 43.62074920729123], [1.357519592590823, 43.620567664337464], [1.359316116482891, 43.62077145556703], [1.360309826736315, 43.621408270312756], [1.361479811647919, 43.62353390672252], [1.36275964964168, 43.623481528285595], [1.363190901875339, 43.62363188000091], [1.365548033325937, 43.62404760139903], [1.366128485759886, 43.624554972090465], [1.366196992473856, 43.624828047828956], [1.366481560756488, 43.62502917663359], [1.367247233595702, 43.6255210988022], [1.367844701063003, 43.62618566686688], [1.367922812969204, 43.62626864648562], [1.368188834277948, 43.62649042168018], [1.369398317678295, 43.62829179979615], [1.369598930656902, 43.62877320610551], [1.370150648503243, 43.6285659786613], [1.370422445358061, 43.62843110884039], [1.370704955233985, 43.62827929373878], [1.371133750702078, 43.62802087040668], [1.37159305238543, 43.62772863890274], [1.3725221524492, 43.62713764745354], [1.372885438277441, 43.62690231418555], [1.373135131194485, 43.626764408339525], [1.373274140653395, 43.626705984734535], [1.373431579914876, 43.62663541487245], [1.373684319026886, 43.62655052094042], [1.374549937283074, 43.62642163300292], [1.376727302414369, 43.62612125430404], [1.37531865655842, 43.622520604628306], [1.374094712265589, 43.61934917195568], [1.376638394008978, 43.618361228739936], [1.380659702522718, 43.6173970592318], [1.380991751597279, 43.61731755466753], [1.383046136307696, 43.61678421940433], [1.383275205751592, 43.61671139728661], [1.384058424579772, 43.61643130720296], [1.387505436061615, 43.61553303598398], [1.387490619526271, 43.61548181258432], [1.38831651874804, 43.615549656868865], [1.388845871958654, 43.6157906477916], [1.38933855070817, 43.61596456139825], [1.389584209827798, 43.61600079728645], [1.389322172736816, 43.61651141030736], [1.389543376577306, 43.616769656281605], [1.38999566305698, 43.6168264229536], [1.390516314147246, 43.616924443368205], [1.390998054865563, 43.617094992513245], [1.391703783559028, 43.61701950482661], [1.392521250273359, 43.616877787296055], [1.392716064645473, 43.61691062679431], [1.39281818719873, 43.61695878694902], [1.392870668637507, 43.617015988595355], [1.392914307105747, 43.617057034005875], [1.392936808543642, 43.617115880443734], [1.392938885540585, 43.617232283463835], [1.39287577446879, 43.61735285772388], [1.392765922792166, 43.6174645269975], [1.392379055599085, 43.61788233368453], [1.391452529666623, 43.618331585839435], [1.391245873407459, 43.6186345224085], [1.391337445631754, 43.61918498837306], [1.391206183048261, 43.619497066922136], [1.39083743066769, 43.61983838401891], [1.390574890885225, 43.620216539877646], [1.39067362428829, 43.62039617976227], [1.391221848278967, 43.620565384100075], [1.392531881724139, 43.62081947612038], [1.392762831756281, 43.620792060500946], [1.392935180574819, 43.62076511728422], [1.393013606390498, 43.62074684313781], [1.393067265732724, 43.62073026828533], [1.393280965644925, 43.62064026129214], [1.393661521759409, 43.62054031085417], [1.394021001292667, 43.62045625274244], [1.39426015336563, 43.62040431752406], [1.394388072688746, 43.62038550546428], [1.394545923301347, 43.62036884632997], [1.394646187721397, 43.620369680322], [1.394772419132444, 43.62037545695334], [1.394906318174636, 43.620390765396614], [1.395168526684048, 43.62044592578217], [1.395325280200607, 43.62049831672485], [1.395563076964665, 43.62061477679083], [1.395682106442672, 43.62066496931623], [1.395824576417636, 43.62071535189503], [1.396035991881392, 43.62077008463801], [1.396261343063276, 43.62085048704612], [1.396801333712749, 43.62088051753254], [1.398294765301368, 43.62098751192728], [1.399499928346228, 43.62079027657316], [1.39978456495562, 43.62090995985804], [1.399946340487842, 43.62147329914455], [1.400115755368964, 43.62238014848119], [1.400263280755297, 43.62277307282808], [1.401221053878617, 43.622657045655416]]]], ""type"": ""MultiPolygon""}";20;Arènes Romaines / Ancely / Saint-Martin du Touch / Purpan;20 - Arènes Romaines / Ancely / Saint-Martin du Touch / Purpan;Jean-Jacques Bolzan
43.598094860506556, 1.408335190506434;"{""coordinates"": [[[[1.397020746986392, 43.59624783554796], [1.396992153421881, 43.59740471515934], [1.397023698486259, 43.59771625084527], [1.397159716656989, 43.59858782911553], [1.397454008888721, 43.59957708497875], [1.397803062655153, 43.60039649319717], [1.39840767395419, 43.6013580430424], [1.399067016936026, 43.602151641354666], [1.400084339185065, 43.60311660100163], [1.400952931345482, 43.60377093505035], [1.401625907740918, 43.60419563308752], [1.402128723345654, 43.604512952604814], [1.40294965430077, 43.60496913463762], [1.403408522030037, 43.60518390664587], [1.404436232746137, 43.60565786860488], [1.405426699723395, 43.60609934879035], [1.406938290566698, 43.60677217220893], [1.407680571713138, 43.607099950359434], [1.408051697057799, 43.607264773632885], [1.40898284361509, 43.607672627680806], [1.410931260814453, 43.608562794039216], [1.411921699706048, 43.60901272370309], [1.414667834189876, 43.607322622263766], [1.416433147345459, 43.60632555961114], [1.4178745687829, 43.60564374898871], [1.420193426158228, 43.604881983272776], [1.420458681523171, 43.60380080149464], [1.420266774719894, 43.60060795247435], [1.420059072804826, 43.59810659305163], [1.420043467376786, 43.59802130689488], [1.419887491937126, 43.59800490582627], [1.419792404051551, 43.59792371838632], [1.419813222040378, 43.597839677358685], [1.419869368941101, 43.59774363296703], [1.41979834436781, 43.59762101227231], [1.419678594968611, 43.596940718585515], [1.419572714990055, 43.59629081735639], [1.419537871249879, 43.59593100013956], [1.419470896026651, 43.59554538362742], [1.419215155182044, 43.594142098408874], [1.419199600286062, 43.59405303165759], [1.418870717656025, 43.59402292985674], [1.417941492242951, 43.593922673968166], [1.415457250994802, 43.59370001286594], [1.412232071244491, 43.59349491179111], [1.410643851666192, 43.593415699805405], [1.40985556927346, 43.59346318348801], [1.409046650972906, 43.59358145211075], [1.408977311895908, 43.5933519162743], [1.409021646610338, 43.59326333928625], [1.409491863785409, 43.5929928149055], [1.409768274717966, 43.592712186041524], [1.40992938827614, 43.59247980785575], [1.410097530718942, 43.59204596115616], [1.410108583470532, 43.59192022286158], [1.410104622660724, 43.5917565037095], [1.410092050544484, 43.59156056331603], [1.409986156480063, 43.59125313990258], [1.409816220170542, 43.590964136427516], [1.409508929544842, 43.59055004370008], [1.409177507444503, 43.589930451694784], [1.408937676863485, 43.58953111356613], [1.406925672145649, 43.58674622527693], [1.406142611348801, 43.58646257130055], [1.405098701071172, 43.58613040761394], [1.402492181201686, 43.58526025078962], [1.40058096180486, 43.58828534311548], [1.39995379500953, 43.58943348077222], [1.398702235917588, 43.592046752204624], [1.397711654544484, 43.594116250140466], [1.397447229934589, 43.594789596959956], [1.397284061196156, 43.59531523934124], [1.397020746986392, 43.59624783554796]]]], ""type"": ""MultiPolygon""}";19;Casselardit / Fontaine-Bayonne / Cartoucherie;19 - Casselardit / Fontaine-Bayonne / Cartoucherie;Nadia Soussi
43.58584649506332, 1.3839499873987813;"{""coordinates"": [[[[1.366906009767775, 43.59005407909002], [1.366575215361092, 43.59078639784395], [1.366521978430361, 43.59117953390481], [1.366124877122967, 43.59158485974511], [1.366074153620464, 43.59182285416944], [1.366485113630321, 43.592648570463965], [1.366660327903692, 43.59388382790461], [1.366891046277332, 43.59410530986717], [1.368143397827216, 43.59442446742137], [1.368869206035798, 43.594943482417825], [1.369752940093407, 43.59600029865799], [1.370402479710129, 43.59608532309807], [1.371144615226451, 43.595676303021], [1.371769067511468, 43.595702431841126], [1.372571374559417, 43.59600067829151], [1.373205887807048, 43.59637128728872], [1.373743598774297, 43.5965291335364], [1.374463056428457, 43.59639522333098], [1.375125626275817, 43.59615674594394], [1.3753548976894, 43.596147338475994], [1.376577847358876, 43.596924091618625], [1.376650698971138, 43.59708932963608], [1.376554598150685, 43.597237061359785], [1.375820155050388, 43.59765374989409], [1.375707845606444, 43.5980814021883], [1.375857934364832, 43.59846302099218], [1.376145118147384, 43.59873794148971], [1.376669997664486, 43.598967577326505], [1.377012554750841, 43.59903860136283], [1.377423302905024, 43.59907803763536], [1.377648903183565, 43.59929945204693], [1.377679069694483, 43.599528673974994], [1.377184411266848, 43.60017352881413], [1.376834424401127, 43.60072689530888], [1.376422742387408, 43.60082463305327], [1.375935523950189, 43.600681418469115], [1.375124162616051, 43.6012649275298], [1.375192480062505, 43.60155029479347], [1.375473971929772, 43.60169460029215], [1.375963635768211, 43.60192962245753], [1.376894743652785, 43.60191574750982], [1.378150206865305, 43.60197274699469], [1.378400661794092, 43.602105437639906], [1.378473346911779, 43.602282023847636], [1.37837307654907, 43.603094856092035], [1.378129435985902, 43.60359235406079], [1.378314747855584, 43.60372827182083], [1.379027941829176, 43.603989768664555], [1.379182699542226, 43.604164219233624], [1.379686275403009, 43.60507676641913], [1.380206496345344, 43.605682901912125], [1.380112796680258, 43.60649295470943], [1.37981154034588, 43.6067676292933], [1.379993864076112, 43.60709085253077], [1.379918488689337, 43.60748854253261], [1.38002469541997, 43.607930341605346], [1.380287624325511, 43.60817949612965], [1.381659310237337, 43.60765367101263], [1.382896474794039, 43.60690717924653], [1.383849572019843, 43.60658026918394], [1.385054698215252, 43.60637090679948], [1.385654257276794, 43.60649515204597], [1.385716046162058, 43.60694887460625], [1.385470108455607, 43.60792037897415], [1.385047881477986, 43.608270690308366], [1.38494975482869, 43.608545190647405], [1.385025562588486, 43.60918163386053], [1.386700510997851, 43.60939911370193], [1.38875565023196, 43.60830556720774], [1.390771273343304, 43.60723625443093], [1.391841172176713, 43.60668412435656], [1.392734930623756, 43.606319748276945], [1.394141934138593, 43.605855556483036], [1.395496151769253, 43.60551769358889], [1.396451641781399, 43.605282475810796], [1.398213558415781, 43.60484862581226], [1.398921790723907, 43.60468607694067], [1.40016687270449, 43.60441349132294], [1.401625895356965, 43.604195632916294], [1.401625907740918, 43.60419563308752], [1.400952931345482, 43.60377093505035], [1.400084339185065, 43.60311660100163], [1.399067016936026, 43.602151641354666], [1.39840767395419, 43.6013580430424], [1.397803062655153, 43.60039649319717], [1.397454008888721, 43.59957708497875], [1.397159716656989, 43.59858782911553], [1.397023698486259, 43.59771625084527], [1.396992153421881, 43.59740471515934], [1.397020746986392, 43.59624783554796], [1.397284061196156, 43.59531523934124], [1.397447229934589, 43.594789596959956], [1.397711654544484, 43.594116250140466], [1.398702235917588, 43.592046752204624], [1.39995379500953, 43.58943348077222], [1.40058096180486, 43.58828534311548], [1.402492181201686, 43.58526025078962], [1.400377350833514, 43.58449817353564], [1.399870595701645, 43.58427732100434], [1.399352702277551, 43.584020409912455], [1.398896723006271, 43.58371671305524], [1.398450022868303, 43.583401727732664], [1.398199331860539, 43.583203807727585], [1.397792684400091, 43.582825763178576], [1.39759069615322, 43.58259323619992], [1.39739539605061, 43.58234941340915], [1.397068670528601, 43.58193795884973], [1.396672955274816, 43.58144457734403], [1.396329525389683, 43.581020708231804], [1.394500600603224, 43.57881235076481], [1.394620511274678, 43.57855315956922], [1.394591444859836, 43.57841572818904], [1.394543268930546, 43.57833490926323], [1.394468467885041, 43.578208455614366], [1.395304781986105, 43.57625690923438], [1.395899339626018, 43.574862525063985], [1.395608720205923, 43.57464154651946], [1.395676165932071, 43.57424189700438], [1.393064623164887, 43.572165157299594], [1.392046951608632, 43.57134488187237], [1.391586278461706, 43.57109883008906], [1.391087443479923, 43.570716198216985], [1.390914142679291, 43.57040158469849], [1.390699518136138, 43.57039694769925], [1.390522012916563, 43.5703481747165], [1.390384565940727, 43.57023537518246], [1.3903074722519, 43.57009090815592], [1.390388861149765, 43.56996387262639], [1.390515453761221, 43.56985801067178], [1.390714055776817, 43.56980668996048], [1.390915642996193, 43.56981405320411], [1.391253776224957, 43.56933150746347], [1.391690206152846, 43.56913363100965], [1.392151540699365, 43.56892554854619], [1.393351939411012, 43.56682000214566], [1.393652252813316, 43.566094925254184], [1.393502511829863, 43.565936612296746], [1.393494771179151, 43.56568488273403], [1.393654265366572, 43.565554699855106], [1.390723696813603, 43.56187626375592], [1.387340002795164, 43.56340905568309], [1.385991531712305, 43.56401556937762], [1.383991820551895, 43.56482472697404], [1.382606492354428, 43.565289903542684], [1.380267279993671, 43.56608857198836], [1.378943531191372, 43.56660531629394], [1.378141147063387, 43.566983605445365], [1.377361119658427, 43.56742735496933], [1.376632979462571, 43.56788100212125], [1.375819149974113, 43.56832161964344], [1.37544045928423, 43.56848586788293], [1.374990574936747, 43.56862681403346], [1.374700333615476, 43.568630959376534], [1.374401313465623, 43.568695594988135], [1.37417034951608, 43.568816634679955], [1.373998433125577, 43.56898737115734], [1.373862245181065, 43.56920287610396], [1.373596733858937, 43.56920628650049], [1.373428139919766, 43.56925216679951], [1.373323678279724, 43.569355351215], [1.373194151088089, 43.5697222919353], [1.372817238997444, 43.570098487029725], [1.372584646213436, 43.57040021890193], [1.372375446128438, 43.57070498066017], [1.372343033076804, 43.570817326591886], [1.37226860267779, 43.5710265246646], [1.372118606011995, 43.57122966147959], [1.371838897923043, 43.5713909175687], [1.371897244027104, 43.571526904865514], [1.371893108829201, 43.57168202439512], [1.371758207099183, 43.57183531000859], [1.371522066803218, 43.57191207780206], [1.371213149709012, 43.571877690304134], [1.370906930167137, 43.57225882800902], [1.370843112453233, 43.57232801333572], [1.37050226027956, 43.572458371335806], [1.370098535112128, 43.572622879475546], [1.36977129753207, 43.57275843286911], [1.369363237452618, 43.57282776483408], [1.368824249599789, 43.57290025234], [1.368806263138984, 43.57290285221512], [1.368908502358521, 43.57338039822577], [1.368880463881875, 43.57342462826292], [1.365525376043959, 43.575363861189615], [1.364946018145305, 43.57569950001554], [1.364008180367943, 43.576231691803514], [1.359687728570146, 43.5786903989898], [1.358937612870671, 43.57911819226435], [1.359659230536572, 43.57932027554622], [1.361092540081402, 43.5798530156769], [1.362283997420206, 43.58029471466902], [1.363451417634362, 43.580534663710736], [1.364289122953384, 43.58072164387873], [1.364939729880538, 43.580890909164474], [1.366689305445231, 43.58134869554957], [1.367056156125248, 43.58143983714507], [1.368020564776864, 43.58168084033841], [1.370449601965805, 43.58229860540874], [1.371208305098358, 43.583271082650356], [1.372030553615937, 43.58433966057149], [1.37298622611188, 43.585610894444685], [1.373680757855753, 43.58653266555059], [1.373783261508544, 43.58663288405692], [1.375317861041946, 43.587847513763975], [1.375902288749326, 43.588494900056375], [1.377069699049045, 43.58996564198755], [1.375820590047306, 43.58993422952431], [1.371304817037741, 43.589787014694636], [1.370107255725013, 43.589868573614034], [1.368355435636317, 43.59017529093095], [1.367731893271584, 43.59017657741582], [1.366906009767775, 43.59005407909002]]]], ""type"": ""MultiPolygon""}";18;Lardenne / Pradettes / Basso-Cambo;18 - Lardenne / Pradettes / Basso-Cambo;Christophe Alvès
43.571038665069395, 1.4003686558129624;"{""coordinates"": [[[[1.395304781986105, 43.57625690923438], [1.394468467885041, 43.578208455614366], [1.394543268930546, 43.57833490926323], [1.394591444859836, 43.57841572818904], [1.394620511274678, 43.57855315956922], [1.394500600603224, 43.57881235076481], [1.396329525389683, 43.581020708231804], [1.396672955274816, 43.58144457734403], [1.397068670528601, 43.58193795884973], [1.39739539605061, 43.58234941340915], [1.39759069615322, 43.58259323619992], [1.397792684400091, 43.582825763178576], [1.398199331860539, 43.583203807727585], [1.398450022868303, 43.583401727732664], [1.398896723006271, 43.58371671305524], [1.399352702277551, 43.584020409912455], [1.399870595701645, 43.58427732100434], [1.400377350833514, 43.58449817353564], [1.402492181201686, 43.58526025078962], [1.404384084399142, 43.582293645823846], [1.405717805642696, 43.58022596008357], [1.407711976051913, 43.5771059216436], [1.409260451684899, 43.57468516748827], [1.409907328513497, 43.573670531367405], [1.410635141940419, 43.57255437633689], [1.41047534675172, 43.572116906193166], [1.409927527608867, 43.570772691330426], [1.409064880897608, 43.57093404167985], [1.408708696770639, 43.57091030286556], [1.408266513292011, 43.56963791567423], [1.408084674679226, 43.56911320926266], [1.407768355908792, 43.56820043122075], [1.407035910041214, 43.567522669468424], [1.407033764902559, 43.56707418732684], [1.406427669960286, 43.56622147045608], [1.406216174960634, 43.56601631052724], [1.405740947671211, 43.56586859302949], [1.404092630317561, 43.56551913946539], [1.403698227549031, 43.56469559191031], [1.402982424693543, 43.56379086183103], [1.405710956652007, 43.563198355286296], [1.407493736347766, 43.56276171016378], [1.406757479807614, 43.562166211273265], [1.406299436322091, 43.56233748607208], [1.40439345470379, 43.56274850922585], [1.404249504763229, 43.56271893687408], [1.403453967099968, 43.56208793764266], [1.402629124165945, 43.561419778831684], [1.402627773475683, 43.56133934921446], [1.402693060680351, 43.56124053959736], [1.403230731435427, 43.561219435290276], [1.405076657988017, 43.56081928777047], [1.403930538345807, 43.559894944489315], [1.402665471951612, 43.55867628845711], [1.40208485835397, 43.55811612045727], [1.399644508870192, 43.55867875527284], [1.398205558221396, 43.55901311493238], [1.395826265527585, 43.55957618350233], [1.395130060872981, 43.55983436641638], [1.394411059807976, 43.56013492759765], [1.390723696813603, 43.56187626375592], [1.393654265366572, 43.565554699855106], [1.393494771179151, 43.56568488273403], [1.393502511829863, 43.565936612296746], [1.393652252813316, 43.566094925254184], [1.393351939411012, 43.56682000214566], [1.392151540699365, 43.56892554854619], [1.391690206152846, 43.56913363100965], [1.391253776224957, 43.56933150746347], [1.390915642996193, 43.56981405320411], [1.390714055776817, 43.56980668996048], [1.390515453761221, 43.56985801067178], [1.390388861149765, 43.56996387262639], [1.3903074722519, 43.57009090815592], [1.390384565940727, 43.57023537518246], [1.390522012916563, 43.5703481747165], [1.390699518136138, 43.57039694769925], [1.390914142679291, 43.57040158469849], [1.391087443479923, 43.570716198216985], [1.391586278461706, 43.57109883008906], [1.392046951608632, 43.57134488187237], [1.393064623164887, 43.572165157299594], [1.395676165932071, 43.57424189700438], [1.395608720205923, 43.57464154651946], [1.395899339626018, 43.574862525063985], [1.395304781986105, 43.57625690923438]]]], ""type"": ""MultiPolygon""}";17;Mirail -Université / Reynerie / Bellefontaine;17 - Mirail -Université / Reynerie / Bellefontaine;Gaëtan Cognard
